ID,Date,Element,Data_Value
ASN00086071,2013-06-17,TMIN,72
ASN00086071,2013-06-17,TMAX,121
ASN00086372,2008-10-08,TMIN,44
ASN00086372,2008-10-08,TMAX,100
ASN00087031,2009-06-04,TMAX,180
ASN00087031,2009-06-04,TMIN,111
ASN00086077,2013-10-05,TMIN,120
ASN00086077,2013-10-05,TMAX,244
ASN00086282,2009-01-19,TMIN,119
ASN00086282,2009-01-19,TMAX,370
ASN00086383,2009-01-01,TMIN,72
ASN00086383,2009-01-01,TMAX,195
ASN00086068,2009-06-04,TMAX,157
ASN00086038,2009-07-25,TMIN,74
ASN00086068,2009-06-04,TMIN,114
ASN00086351,2010-12-17,TMAX,241
ASN00086038,2009-07-25,TMAX,128
ASN00086351,2010-12-17,TMIN,95
ASN00086038,2010-09-25,TMIN,90
ASN00086038,2010-09-25,TMAX,186
ASN00086383,2009-06-04,TMAX,155
ASN00086383,2009-06-04,TMIN,61
ASN00086038,2006-07-24,TMIN,49
ASN00087031,2013-10-05,TMAX,260
ASN00087031,2013-10-05,TMIN,125
ASN00086104,2010-08-18,TMIN,43
ASN00086104,2010-08-18,TMAX,123
ASN00085283,2014-07-19,TMAX,130
ASN00086351,2009-06-04,TMAX,160
ASN00086071,2013-03-10,TMAX,354
ASN00086351,2009-06-04,TMIN,105
ASN00086071,2013-03-10,TMIN,233
ASN00086068,2010-08-17,TMAX,135
ASN00086068,2010-08-17,TMIN,29
ASN00086383,2013-10-05,TMIN,59
ASN00086383,2013-10-05,TMAX,220
ASN00086077,2009-06-04,TMAX,169
ASN00085283,2006-07-24,TMAX,135
ASN00086077,2009-06-04,TMIN,95
ASN00086104,2008-01-02,TMAX,245
ASN00086104,2008-01-02,TMIN,146
ASN00086372,2006-03-29,TMIN,123
ASN00086383,2010-08-17,TMAX,127
ASN00086104,2006-05-30,TMAX,156
ASN00086104,2006-05-30,TMIN,3
ASN00086104,2007-10-01,TMAX,197
ASN00086104,2007-10-01,TMIN,101
ASN00086282,2005-04-20,TMAX,187
ASN00086068,2013-10-05,TMIN,117
ASN00086068,2013-10-05,TMAX,240
ASN00086282,2005-04-20,TMIN,79
ASN00086383,2014-03-19,TMAX,239
ASN00086383,2014-03-19,TMIN,62
ASN00086038,2013-03-10,TMAX,362
ASN00086038,2013-03-10,TMIN,209
ASN00086282,2011-03-01,TMIN,120
ASN00086282,2011-03-01,TMAX,189
ASN00086383,2010-08-17,TMIN,16
ASN00086104,2005-01-29,TMAX,200
ASN00086372,2006-03-29,TMAX,263
ASN00086104,2013-10-06,TMIN,121
ASN00086383,2014-08-19,TMAX,141
ASN00086038,2011-03-02,TMAX,187
ASN00086071,2013-10-06,TMIN,135
ASN00086071,2013-10-06,TMAX,179
ASN00087031,2008-10-08,TMIN,93
ASN00087031,2008-10-08,TMAX,151
ASN00086282,2013-06-17,TMIN,55
ASN00086282,2013-06-17,TMAX,106
ASN00086372,2006-05-29,TMAX,77
ASN00086372,2006-05-29,TMIN,44
ASN00086068,2008-09-08,TMAX,130
ASN00086068,2008-09-08,TMIN,73
ASN00086068,2014-08-19,TMIN,97
ASN00086068,2014-08-19,TMAX,127
ASN00087031,2008-01-01,TMAX,414
ASN00087031,2008-01-01,TMIN,254
ASN00086372,2009-07-25,TMIN,46
ASN00086372,2009-07-25,TMAX,81
ASN00086071,2005-01-29,TMAX,201
ASN00086071,2005-01-29,TMIN,193
ASN00086372,2005-10-23,TMIN,118
ASN00086372,2005-10-23,TMAX,190
ASN00086077,2015-06-20,TMIN,19
ASN00086077,2015-06-20,TMAX,130
ASN00086068,2015-11-26,TMAX,183
ASN00086383,2008-09-08,TMAX,130
ASN00086383,2008-09-08,TMIN,56
ASN00087031,2014-08-19,TMIN,103
ASN00087031,2014-08-19,TMAX,128
ASN00086383,2014-08-19,TMIN,94
ASN00086104,2015-04-18,TMAX,203
ASN00086038,2011-03-02,TMIN,78
ASN00087031,2008-09-08,TMIN,72
ASN00086068,2006-07-24,TMAX,131
ASN00087031,2015-06-20,TMIN,36
ASN00087031,2015-06-20,TMAX,121
ASN00086351,2008-09-08,TMAX,130
ASN00086351,2008-09-08,TMIN,74
ASN00085283,2008-01-25,TMIN,121
ASN00086351,2009-07-25,TMIN,80
ASN00086351,2009-07-25,TMAX,135
ASN00087031,2006-07-24,TMIN,25
ASN00087031,2006-07-24,TMAX,129
ASN00085283,2007-11-13,TMIN,105
ASN00085283,2007-11-13,TMAX,230
ASN00086383,2015-04-17,TMAX,171
ASN00086077,2006-07-24,TMIN,75
ASN00086077,2008-09-08,TMAX,132
ASN00086077,2008-09-08,TMIN,81
ASN00086077,2006-07-24,TMAX,138
ASN00086383,2015-04-17,TMIN,43
ASN00086077,2008-01-01,TMAX,394
ASN00086077,2008-01-01,TMIN,229
ASN00086068,2008-10-08,TMIN,93
ASN00087031,2014-06-14,TMAX,152
ASN00087031,2014-06-14,TMIN,67
ASN00086351,2006-07-24,TMIN,64
ASN00086068,2008-10-08,TMAX,153
ASN00086351,2006-07-24,TMAX,128
ASN00086104,2005-10-06,TMAX,169
ASN00086104,2005-10-06,TMIN,93
ASN00087031,2008-09-08,TMAX,132
ASN00085283,2010-12-17,TMIN,90
ASN00086068,2015-11-26,TMIN,105
ASN00086104,2015-04-18,TMIN,106
ASN00086372,2006-07-24,TMIN,44
ASN00086351,2008-10-08,TMAX,158
ASN00086104,2011-03-02,TMIN,100
ASN00086104,2011-03-02,TMAX,187
ASN00086071,2005-05-26,TMIN,96
ASN00086071,2005-05-26,TMAX,150
ASN00086104,2008-09-09,TMAX,126
ASN00086104,2008-09-09,TMIN,80
ASN00086071,2005-12-29,TMIN,152
ASN00086071,2005-12-29,TMAX,328
ASN00086383,2008-01-01,TMAX,394
ASN00086383,2008-01-01,TMIN,180
ASN00086372,2009-06-04,TMAX,110
ASN00086383,2011-03-01,TMIN,127
ASN00086383,2011-03-01,TMAX,182
ASN00086038,2015-10-26,TMAX,170
ASN00086038,2015-10-26,TMIN,133
ASN00086068,2011-03-01,TMIN,130
ASN00086068,2011-03-01,TMAX,176
ASN00086282,2009-07-25,TMIN,61
ASN00086282,2009-07-25,TMAX,124
ASN00086071,2005-10-06,TMAX,183
ASN00086071,2005-10-06,TMIN,95
ASN00086372,2009-06-04,TMIN,93
ASN00087031,2011-03-01,TMIN,126
ASN00087031,2011-03-01,TMAX,182
ASN00086351,2007-09-30,TMAX,190
ASN00086351,2007-09-30,TMIN,118
ASN00086351,2006-05-29,TMAX,122
ASN00086351,2006-05-29,TMIN,88
ASN00086351,2008-10-08,TMIN,93
ASN00086351,2014-08-19,TMAX,129
ASN00086351,2014-08-19,TMIN,90
ASN00086077,2014-03-19,TMIN,122
ASN00086372,2006-07-24,TMAX,86
ASN00086104,2009-04-21,TMIN,60
ASN00086104,2009-04-21,TMAX,234
ASN00086351,2014-03-19,TMAX,225
ASN00086351,2014-03-19,TMIN,95
ASN00086077,2008-10-08,TMIN,99
ASN00086282,2013-03-09,TMAX,359
ASN00086282,2013-03-09,TMIN,199
ASN00086077,2008-10-08,TMAX,147
ASN00086071,2011-03-02,TMIN,111
ASN00086071,2011-03-02,TMAX,198
ASN00086282,2013-09-14,TMAX,177
ASN00086282,2013-09-14,TMIN,79
ASN00086372,2007-09-30,TMAX,119
ASN00086104,2013-10-06,TMAX,169
ASN00086372,2007-09-30,TMIN,58
ASN00086077,2014-08-19,TMAX,131
ASN00086351,2015-06-20,TMIN,25
ASN00086351,2015-06-20,TMAX,123
ASN00086068,2008-01-01,TMAX,411
ASN00086038,2009-04-10,TMAX,192
ASN00086038,2009-04-10,TMIN,131
ASN00086068,2008-01-01,TMIN,263
ASN00086068,2014-06-14,TMAX,152
ASN00086068,2014-06-14,TMIN,90
ASN00086282,2010-12-17,TMAX,241
ASN00086372,2010-08-17,TMAX,85
ASN00086372,2010-08-17,TMIN,20
ASN00086077,2014-03-19,TMAX,214
ASN00086282,2010-12-17,TMIN,96
ASN00086077,2014-08-19,TMIN,101
ASN00086282,2013-10-07,TMAX,169
ASN00086282,2013-10-07,TMIN,55
ASN00087031,2013-06-20,TMIN,0
ASN00086282,2008-11-11,TMIN,96
ASN00086282,2008-11-11,TMAX,323
ASN00086071,2006-03-28,TMAX,263
ASN00086071,2006-03-28,TMIN,167
ASN00086383,2008-10-10,TMIN,9
ASN00086383,2008-10-10,TMAX,229
ASN00086383,2008-11-03,TMAX,172
ASN00086383,2008-11-03,TMIN,129
ASN00086077,2013-02-23,TMAX,322
ASN00086077,2013-02-23,TMIN,158
ASN00086372,2009-04-08,TMAX,145
ASN00086372,2009-04-08,TMIN,86
ASN00087031,2013-02-23,TMAX,304
ASN00087031,2013-02-23,TMIN,158
ASN00086282,2008-01-28,TMIN,129
ASN00086282,2008-01-28,TMAX,271
ASN00086351,2015-10-23,TMAX,175
ASN00086351,2015-10-23,TMIN,108
ASN00086068,2013-02-23,TMAX,323
ASN00086068,2013-02-23,TMIN,172
ASN00086038,2014-08-24,TMIN,88
ASN00086071,2010-09-28,TMIN,80
ASN00086071,2010-09-28,TMAX,152
ASN00087031,2005-10-24,TMIN,117
ASN00086038,2014-08-24,TMAX,163
ASN00087031,2005-10-24,TMAX,225
ASN00086068,2009-01-10,TMAX,256
ASN00086068,2009-01-10,TMIN,108
ASN00086068,2008-10-10,TMIN,49
ASN00086351,2013-02-23,TMIN,165
ASN00086068,2008-10-10,TMAX,245
ASN00086351,2013-02-23,TMAX,314
ASN00086077,2005-11-11,TMIN,102
ASN00086038,2007-12-31,TMIN,157
ASN00087031,2009-08-01,TMIN,88
ASN00087031,2009-08-01,TMAX,168
ASN00086282,2006-08-01,TMIN,46
ASN00086282,2006-08-01,TMAX,118
ASN00086068,2006-05-25,TMAX,145
ASN00086068,2006-05-25,TMIN,13
ASN00086038,2009-06-01,TMAX,141
ASN00086038,2009-06-01,TMIN,63
ASN00086372,2008-09-04,TMAX,135
ASN00086372,2008-09-04,TMIN,47
ASN00086071,2013-10-09,TMIN,136
ASN00086071,2013-10-09,TMAX,267
ASN00086077,2009-08-01,TMIN,104
ASN00086077,2009-08-01,TMAX,152
ASN00086383,2005-02-08,TMIN,142
ASN00086383,2005-02-08,TMAX,174
ASN00085283,2013-06-24,TMIN,40
ASN00086104,2005-05-28,TMIN,85
ASN00086351,2009-08-01,TMIN,90
ASN00086351,2009-08-01,TMAX,158
ASN00085283,2013-06-24,TMAX,119
ASN00086383,2006-05-25,TMAX,145
ASN00086104,2005-05-28,TMAX,126
ASN00086282,2014-03-17,TMAX,253
ASN00086282,2014-03-17,TMIN,116
ASN00086071,2013-09-13,TMAX,160
ASN00086071,2013-09-13,TMIN,39
ASN00086383,2006-05-25,TMIN,2
ASN00086077,2005-11-11,TMAX,169
ASN00086068,2009-08-01,TMAX,158
ASN00086068,2005-02-08,TMIN,141
ASN00086383,2013-02-23,TMAX,328
ASN00086038,2013-06-24,TMIN,-4
ASN00086351,2008-09-04,TMAX,177
ASN00086351,2008-09-04,TMIN,23
ASN00086038,2013-06-24,TMAX,117
ASN00086038,2014-07-17,TMAX,111
ASN00086104,2013-10-09,TMIN,85
ASN00086038,2014-07-17,TMIN,70
ASN00086104,2013-10-09,TMAX,258
ASN00087031,2005-02-08,TMIN,138
ASN00087031,2005-02-08,TMAX,207
ASN00086077,2008-09-04,TMAX,165
ASN00086077,2008-09-04,TMIN,21
ASN00086077,2005-10-24,TMIN,131
ASN00086071,2011-03-12,TMIN,177
ASN00087031,2015-10-23,TMAX,174
ASN00086104,2014-06-22,TMIN,59
ASN00086104,2014-06-22,TMAX,150
ASN00086077,2005-10-24,TMAX,228
ASN00087031,2015-10-23,TMIN,118
ASN00086077,2008-10-10,TMIN,53
ASN00086071,2011-03-12,TMAX,307
ASN00086077,2008-10-10,TMAX,241
ASN00086038,2013-02-24,TMAX,340
ASN00086038,2013-02-24,TMIN,169
ASN00086351,2005-11-11,TMIN,90
ASN00086351,2005-11-11,TMAX,200
ASN00087031,2008-09-04,TMAX,156
ASN00087031,2008-09-04,TMIN,13
ASN00086383,2005-05-27,TMIN,81
ASN00087031,2015-12-26,TMIN,125
ASN00086068,2005-02-08,TMAX,185
ASN00087031,2015-12-26,TMAX,205
ASN00086071,2013-02-24,TMAX,343
ASN00086383,2013-02-23,TMIN,138
ASN00086282,2005-10-03,TMAX,197
ASN00086282,2005-10-03,TMIN,128
ASN00086104,2014-06-14,TMAX,152
ASN00086104,2014-06-14,TMIN,91
ASN00086038,2011-03-12,TMIN,146
ASN00086038,2011-03-12,TMAX,297
ASN00085283,2010-08-12,TMAX,122
ASN00085283,2010-08-12,TMIN,56
ASN00086104,2006-05-26,TMAX,154
ASN00086104,2006-05-26,TMIN,16
ASN00086104,2013-02-24,TMAX,353
ASN00086104,2013-02-24,TMIN,151
ASN00086372,2007-09-24,TMAX,122
ASN00085283,2006-08-01,TMIN,5
ASN00085283,2006-08-01,TMAX,99
ASN00086372,2007-09-24,TMIN,51
ASN00086372,2009-08-01,TMIN,53
ASN00086372,2009-08-01,TMAX,87
ASN00087031,2008-10-10,TMIN,32
ASN00087031,2008-10-10,TMAX,252
ASN00086282,2005-05-11,TMAX,195
ASN00086077,2015-10-23,TMAX,178
ASN00086282,2005-05-11,TMIN,74
ASN00086077,2015-10-23,TMIN,115
ASN00086372,2009-01-20,TMIN,195
ASN00086372,2009-01-20,TMAX,357
ASN00086077,2005-01-20,TMIN,166
ASN00086077,2005-01-20,TMAX,229
ASN00086071,2013-02-24,TMIN,194
ASN00086068,2009-08-01,TMIN,95
ASN00086282,2007-09-24,TMIN,65
ASN00086282,2007-09-24,TMAX,176
ASN00086383,2011-03-12,TMAX,295
ASN00086068,2011-03-12,TMIN,155
ASN00086068,2011-03-12,TMAX,304
ASN00087031,2006-08-01,TMIN,26
ASN00087031,2006-08-01,TMAX,128
ASN00086071,2009-06-01,TMAX,148
ASN00086071,2009-06-01,TMIN,68
ASN00086071,2010-08-12,TMAX,150
ASN00086071,2010-08-12,TMIN,82
ASN00086372,2006-05-25,TMAX,101
ASN00086372,2006-05-25,TMIN,60
ASN00087031,2011-03-12,TMIN,141
ASN00087031,2011-03-12,TMAX,299
ASN00086104,2006-03-28,TMAX,255
ASN00086104,2006-03-28,TMIN,154
ASN00086282,2008-09-04,TMAX,172
ASN00086282,2008-09-04,TMIN,28
ASN00086038,2015-06-07,TMAX,137
ASN00086038,2015-06-07,TMIN,104
ASN00086077,2011-03-12,TMIN,144
ASN00086077,2011-03-12,TMAX,305
ASN00086071,2014-07-17,TMAX,123
ASN00086077,2006-08-01,TMIN,77
ASN00086077,2006-08-01,TMAX,121
ASN00086071,2014-07-17,TMIN,88
ASN00086372,2008-01-28,TMIN,125
ASN00086372,2008-01-28,TMAX,238
ASN00086351,2011-03-12,TMIN,153
ASN00086351,2011-03-12,TMAX,300
ASN00086383,2011-03-12,TMIN,128
ASN00086071,2010-12-12,TMAX,194
ASN00086038,2010-09-28,TMAX,138
ASN00086068,2006-08-01,TMAX,130
ASN00086104,2010-08-12,TMAX,137
ASN00086104,2010-08-12,TMIN,75
ASN00086104,2010-12-12,TMIN,107
ASN00086104,2006-08-02,TMIN,56
ASN00086104,2006-08-02,TMAX,135
ASN00087031,2005-11-11,TMIN,77
ASN00087031,2005-11-11,TMAX,191
ASN00086077,2015-05-13,TMIN,57
ASN00086077,2015-05-13,TMAX,125
ASN00086104,2013-02-23,TMAX,325
ASN00086104,2013-02-23,TMIN,150
ASN00086077,2015-12-26,TMAX,209
ASN00086077,2015-12-26,TMIN,129
ASN00086104,2011-03-13,TMIN,198
ASN00086104,2011-03-13,TMAX,312
ASN00086104,2013-09-13,TMAX,150
ASN00085283,2005-10-03,TMAX,175
ASN00086104,2013-09-13,TMIN,-3
ASN00086038,2013-10-09,TMIN,111
ASN00086038,2013-10-09,TMAX,258
ASN00086038,2009-08-02,TMIN,98
ASN00086038,2009-08-02,TMAX,165
ASN00086383,2006-08-01,TMIN,68
ASN00086383,2006-08-01,TMAX,119
ASN00086071,2013-02-23,TMAX,321
ASN00086071,2013-02-23,TMIN,194
ASN00086383,2014-06-13,TMAX,156
ASN00086383,2014-06-13,TMIN,75
ASN00086068,2006-08-01,TMIN,70
ASN00086038,2010-09-28,TMIN,41
ASN00086071,2010-12-12,TMIN,132
ASN00086351,2006-08-01,TMIN,61
ASN00086351,2006-08-01,TMAX,135
ASN00086351,2006-05-25,TMIN,23
ASN00085283,2007-11-16,TMIN,105
ASN00086372,2006-08-01,TMIN,33
ASN00086372,2006-08-01,TMAX,65
ASN00085283,2013-02-23,TMAX,272
ASN00085283,2013-02-23,TMIN,163
ASN00087031,2009-01-10,TMAX,217
ASN00086351,2005-01-03,TMIN,80
ASN00086351,2005-01-03,TMAX,272
ASN00086077,2006-05-25,TMAX,150
ASN00086077,2006-05-25,TMIN,24
ASN00087031,2009-01-10,TMIN,115
ASN00086038,2010-08-12,TMAX,133
ASN00086104,2009-08-02,TMIN,95
ASN00086038,2010-08-12,TMIN,74
ASN00086104,2009-08-02,TMAX,155
ASN00086282,2011-03-12,TMIN,150
ASN00086282,2011-03-12,TMAX,299
ASN00087031,2006-05-25,TMAX,142
ASN00086282,2013-02-23,TMAX,318
ASN00086282,2013-02-23,TMIN,162
ASN00087031,2006-05-25,TMIN,18
ASN00086038,2010-12-12,TMAX,203
ASN00086068,2005-10-24,TMIN,136
ASN00086038,2010-12-12,TMIN,104
ASN00086068,2005-10-24,TMAX,218
ASN00086383,2009-08-01,TMIN,68
ASN00086383,2009-08-01,TMAX,134
ASN00086038,2007-12-31,TMAX,412
ASN00086282,2015-04-14,TMIN,108
ASN00086351,2006-05-25,TMAX,141
ASN00085283,2005-01-28,TMIN,173
ASN00086282,2015-04-14,TMAX,249
ASN00086104,2005-02-09,TMIN,120
ASN00086104,2005-02-09,TMAX,208
ASN00085283,2005-12-30,TMIN,140
ASN00086038,2013-02-23,TMAX,319
ASN00086038,2013-02-23,TMIN,171
ASN00086068,2008-11-03,TMAX,170
ASN00086282,2005-12-11,TMIN,77
ASN00086282,2005-12-11,TMAX,284
ASN00086068,2008-11-03,TMIN,134
ASN00085283,2007-09-24,TMAX,145
ASN00086071,2005-05-28,TMIN,102
ASN00086104,2005-01-02,TMAX,194
ASN00086104,2005-01-02,TMIN,111
ASN00086071,2005-05-28,TMAX,146
ASN00086383,2005-05-27,TMAX,126
ASN00086372,2009-04-21,TMIN,109
ASN00086104,2008-10-11,TMIN,68
ASN00086104,2008-10-11,TMAX,262
ASN00086038,2015-11-13,TMIN,132
ASN00086372,2011-03-12,TMIN,132
ASN00086372,2011-03-12,TMAX,249
ASN00086038,2015-11-13,TMAX,194
ASN00086383,2005-10-24,TMIN,95
ASN00085283,2014-08-24,TMIN,65
ASN00085283,2014-08-24,TMAX,120
ASN00086383,2005-10-24,TMAX,222
ASN00086071,2009-08-02,TMIN,113
ASN00086071,2009-08-02,TMAX,169
ASN00086282,2013-06-24,TMIN,2
ASN00086282,2013-06-24,TMAX,110
ASN00086372,2009-04-21,TMAX,191
ASN00086104,2010-12-12,TMAX,181
ASN00086071,2006-05-26,TMAX,149
ASN00086351,2007-09-24,TMAX,178
ASN00086351,2013-06-23,TMIN,-13
ASN00086351,2013-06-23,TMAX,133
ASN00086077,2010-09-27,TMIN,117
ASN00086077,2010-09-27,TMAX,166
ASN00086372,2005-10-03,TMAX,153
ASN00086372,2005-10-03,TMIN,118
ASN00086372,2010-12-12,TMAX,137
ASN00086077,2006-07-31,TMIN,79
ASN00086077,2006-07-31,TMAX,128
ASN00086372,2010-12-12,TMIN,71
ASN00086071,2007-11-16,TMIN,136
ASN00086351,2006-07-31,TMIN,68
ASN00086104,2013-02-25,TMAX,358
ASN00086104,2013-02-25,TMIN,195
ASN00086038,2009-08-01,TMIN,83
ASN00086038,2009-08-01,TMAX,162
ASN00086351,2006-07-31,TMAX,130
ASN00086071,2007-11-16,TMAX,311
ASN00086351,2010-09-27,TMIN,119
ASN00086038,2005-12-30,TMIN,166
ASN00086038,2005-12-30,TMAX,405
ASN00086077,2014-08-23,TMIN,37
ASN00086077,2009-04-08,TMAX,178
ASN00086351,2010-09-27,TMAX,162
ASN00086077,2009-04-08,TMIN,116
ASN00086077,2014-08-23,TMAX,204
ASN00086372,2008-10-10,TMIN,58
ASN00086351,2010-08-12,TMAX,130
ASN00086351,2010-08-12,TMIN,65
ASN00086383,2015-04-14,TMIN,62
ASN00086372,2008-10-10,TMAX,200
ASN00086383,2015-04-14,TMAX,237
ASN00086383,2013-02-24,TMAX,359
ASN00086351,2013-02-24,TMAX,345
ASN00086372,2010-08-12,TMIN,41
ASN00086038,2006-05-26,TMAX,134
ASN00086038,2006-05-26,TMIN,31
ASN00086351,2013-02-24,TMIN,158
ASN00086351,2013-10-08,TMIN,89
ASN00086351,2013-10-08,TMAX,210
ASN00086077,2013-06-23,TMIN,-19
ASN00086068,2015-04-14,TMAX,242
ASN00086068,2015-04-14,TMIN,86
ASN00086068,2014-08-23,TMIN,37
ASN00086068,2014-08-23,TMAX,193
ASN00086077,2013-02-24,TMAX,327
ASN00086077,2013-02-24,TMIN,147
ASN00086077,2013-06-23,TMAX,144
ASN00086068,2006-07-31,TMIN,69
ASN00086068,2006-07-31,TMAX,125
ASN00087031,2013-02-24,TMAX,340
ASN00087031,2013-02-24,TMIN,157
ASN00086351,2009-04-08,TMAX,191
ASN00086351,2009-04-08,TMIN,112
ASN00086282,2011-03-11,TMIN,146
ASN00086282,2011-03-11,TMAX,260
ASN00087031,2006-07-31,TMIN,55
ASN00087031,2006-07-31,TMAX,142
ASN00086068,2013-02-24,TMAX,356
ASN00086068,2013-02-24,TMIN,164
ASN00087031,2014-08-23,TMIN,40
ASN00087031,2014-08-23,TMAX,196
ASN00086383,2013-02-24,TMIN,123
ASN00086383,2006-07-31,TMAX,117
ASN00086038,2013-09-13,TMAX,156
ASN00086282,2009-06-01,TMAX,147
ASN00086071,2014-06-14,TMIN,103
ASN00086038,2006-03-28,TMAX,246
ASN00086038,2006-03-28,TMIN,158
ASN00086038,2008-01-28,TMIN,141
ASN00086038,2008-01-28,TMAX,277
ASN00086038,2008-09-05,TMAX,178
ASN00086038,2008-09-05,TMIN,56
ASN00086383,2015-12-26,TMAX,215
ASN00086383,2015-12-26,TMIN,126
ASN00085283,2014-07-17,TMIN,65
ASN00086104,2010-08-13,TMAX,124
ASN00086104,2010-08-13,TMIN,84
ASN00086104,2007-11-16,TMIN,85
ASN00086104,2007-11-16,TMAX,332
ASN00086351,2014-03-17,TMAX,246
ASN00086351,2014-03-17,TMIN,120
ASN00087031,2010-12-12,TMAX,196
ASN00087031,2010-12-12,TMIN,102
ASN00085283,2013-02-25,TMIN,155
ASN00086282,2013-06-23,TMIN,11
ASN00086282,2013-06-23,TMAX,129
ASN00086104,2009-08-01,TMIN,89
ASN00086068,2009-04-08,TMAX,195
ASN00086068,2010-12-12,TMAX,206
ASN00086068,2009-04-08,TMIN,110
ASN00086104,2009-08-01,TMAX,141
ASN00086068,2010-12-12,TMIN,114
ASN00086383,2010-12-12,TMAX,187
ASN00086383,2010-12-12,TMIN,90
ASN00086071,2014-06-14,TMAX,158
ASN00086038,2013-09-13,TMIN,1
ASN00086038,2011-03-11,TMAX,261
ASN00086071,2009-08-01,TMIN,106
ASN00086282,2009-06-01,TMIN,62
ASN00086038,2007-09-25,TMAX,186
ASN00086038,2007-09-25,TMIN,63
ASN00086077,2010-08-12,TMAX,135
ASN00086077,2010-08-12,TMIN,80
ASN00086071,2013-02-25,TMAX,297
ASN00086071,2013-02-25,TMIN,222
ASN00086351,2014-08-23,TMIN,32
ASN00086351,2014-08-23,TMAX,196
ASN00085283,2007-12-31,TMAX,380
ASN00086104,2015-04-15,TMAX,283
ASN00086104,2015-04-15,TMIN,130
ASN00087031,2010-08-12,TMAX,139
ASN00087031,2010-08-12,TMIN,78
ASN00086372,2006-07-31,TMIN,27
ASN00086372,2006-07-31,TMAX,66
ASN00086068,2010-08-12,TMAX,135
ASN00086068,2010-08-12,TMIN,73
ASN00086383,2010-08-12,TMAX,122
ASN00086383,2010-08-12,TMIN,76
ASN00086038,2013-02-25,TMAX,319
ASN00086038,2013-02-25,TMIN,206
ASN00086351,2010-12-12,TMAX,198
ASN00087031,2009-04-08,TMAX,186
ASN00087031,2009-04-08,TMIN,114
ASN00086351,2010-12-12,TMIN,105
ASN00086077,2010-12-12,TMAX,182
ASN00086038,2011-03-11,TMIN,146
ASN00086077,2010-12-12,TMIN,128
ASN00086071,2009-08-01,TMAX,166
ASN00086383,2006-07-31,TMIN,27
ASN00086372,2010-08-12,TMAX,76
ASN00086068,2015-12-26,TMIN,121
ASN00086104,2005-04-28,TMIN,120
ASN00086104,2005-04-28,TMAX,261
ASN00086383,2015-10-23,TMAX,172
ASN00086383,2015-10-23,TMIN,98
ASN00085283,2013-02-24,TMAX,330
ASN00085283,2013-02-24,TMIN,146
ASN00086351,2005-10-24,TMIN,128
ASN00086383,2013-10-08,TMIN,64
ASN00086383,2013-10-08,TMAX,198
ASN00086351,2005-10-24,TMAX,218
ASN00086282,2010-08-12,TMAX,133
ASN00086282,2010-08-12,TMIN,73
ASN00087031,2007-09-24,TMAX,182
ASN00086077,2005-02-08,TMIN,140
ASN00087031,2007-09-24,TMIN,35
ASN00086077,2005-02-08,TMAX,198
ASN00086383,2011-03-11,TMIN,154
ASN00086383,2011-03-11,TMAX,278
ASN00086068,2011-03-11,TMIN,148
ASN00086068,2011-03-11,TMAX,269
ASN00086068,2007-09-24,TMAX,178
ASN00086068,2007-09-24,TMIN,89
ASN00086071,2013-06-24,TMIN,21
ASN00087031,2011-03-11,TMIN,149
ASN00087031,2011-03-11,TMAX,248
ASN00086071,2013-06-24,TMAX,121
ASN00086383,2007-09-24,TMAX,165
ASN00086383,2007-09-24,TMIN,95
ASN00086068,2013-10-08,TMIN,93
ASN00086068,2005-05-27,TMAX,128
ASN00086068,2013-10-08,TMAX,205
ASN00086068,2005-05-27,TMIN,96
ASN00086282,2015-06-22,TMAX,124
ASN00086068,2008-09-04,TMAX,178
ASN00086351,2007-09-24,TMIN,87
ASN00086068,2008-09-04,TMIN,24
ASN00086068,2015-10-23,TMAX,182
ASN00086068,2015-10-23,TMIN,106
ASN00086104,2010-09-28,TMIN,61
ASN00086104,2010-09-28,TMAX,139
ASN00086038,2007-11-16,TMIN,113
ASN00086038,2006-08-01,TMIN,54
ASN00086038,2006-08-01,TMAX,125
ASN00086038,2007-11-16,TMAX,322
ASN00086077,2007-09-24,TMAX,166
ASN00086077,2007-09-24,TMIN,87
ASN00086282,2009-08-01,TMIN,76
ASN00086282,2009-08-01,TMAX,160
ASN00086104,2011-03-12,TMIN,142
ASN00086104,2011-03-12,TMAX,294
ASN00086383,2008-09-04,TMAX,176
ASN00086383,2008-09-04,TMIN,-1
ASN00086383,2009-01-10,TMAX,271
ASN00086351,2008-10-10,TMIN,45
ASN00086351,2008-10-10,TMAX,245
ASN00086071,2014-08-24,TMIN,110
ASN00086071,2014-08-24,TMAX,163
ASN00086104,2015-12-01,TMIN,134
ASN00086104,2015-12-01,TMAX,250
ASN00086282,2005-04-19,TMAX,173
ASN00086282,2005-04-19,TMIN,104
ASN00086282,2015-06-22,TMIN,19
ASN00086383,2009-01-10,TMIN,67
ASN00085283,2009-06-01,TMAX,137
ASN00086077,2011-03-11,TMIN,149
ASN00085283,2006-04-11,TMIN,85
ASN00086104,2015-10-24,TMIN,57
ASN00086077,2005-05-27,TMIN,113
ASN00086077,2005-05-27,TMAX,135
ASN00086068,2010-09-27,TMIN,118
ASN00086068,2010-09-27,TMAX,160
ASN00086383,2013-06-23,TMIN,-51
ASN00086383,2013-06-23,TMAX,152
ASN00087031,2010-09-27,TMIN,123
